intphas_0298       0 56  7.12  64 39 59.7   J2000 !  123.43    1.80
intphas_0299       0 56  7.40  59  9 59.4   J2000 !  123.53   -3.70
intphas_0300       0 56 10.51  63 22 59.6   J2000 !  123.46    0.52
intphas_0301       0 56 34.93  66 29 59.8   J2000 !  123.45    3.63
intphas_0302       0 56 45.05  60 26 59.5   J2000 !  123.59   -2.42
intphas_0303       0 57 16.11  58 47 59.4   J2000 !  123.69   -4.06
intphas_0304       0 57 16.51  61 43 59.6   J2000 !  123.62   -1.13
intphas_0305       0 57 30.68  65 34 59.8   J2000 !  123.56    2.72
intphas_0306       0 57 37.59  63  0 59.6   J2000 !  123.63    0.15
intphas_0307       0 57 43.27  64 17 59.7   J2000 !  123.61    1.44
intphas_0308       0 57 59.83  60  4 59.5   J2000 !  123.75   -2.78
intphas_0309       0 58  1.51  66 18 59.8   J2000 !  123.59    3.45
intphas_0310       0 58  7.28  67  2 59.8   J2000 !  123.59    4.19
intphas_0311       0 58 16.74  62 38 59.6   J2000 !  123.72   -0.21
intphas_0312       0 58 25.08  58 25 59.4   J2000 !  123.85   -4.43
intphas_0313       0 58 34.95  63 11 59.6   J2000 !  123.74    0.34
intphas_0314       0 58 35.73  61 21 59.5   J2000 !  123.79   -1.49
intphas_0315       0 58 54.09  66 51 59.8   J2000 !  123.67    4.01
intphas_0316       0 59  0.83  63 44 59.7   J2000 !  123.77    0.89
intphas_0317       0 59  1.90  62 38 59.6   J2000 !  123.80   -0.21
intphas_0318       0 59 10.17  59 42 59.5   J2000 !  123.91   -3.14
intphas_0319       0 59 10.55  65 12 59.7   J2000 !  123.74    2.36
intphas_0320       0 59 16.28  63 55 59.7   J2000 !  123.79    1.07
intphas_0321       0 59 22.85  66  7 59.8   J2000 !  123.74    3.27
intphas_0322       0 59 26.26  64 17 59.7   J2000 !  123.80    1.44
intphas_0323       0 59 32.19  58  3 59.4   J2000 !  124.01   -4.79
intphas_0324       0 59 50.11  60 59 59.5   J2000 !  123.95   -1.86
intphas_0325       0 59 54.44  67 35 59.9   J2000 !  123.74    4.74
intphas_0326       0 59 57.02  67 24 59.8   J2000 !  123.75    4.56
intphas_0327       1  0  0.06  64 50 59.7   J2000 !  123.84    1.99
intphas_0328       1  0 10.34  57 52 59.4   J2000 !  124.10   -4.97
intphas_0329       1  0 14.55  58 25 59.4   J2000 !  124.09   -4.42
intphas_0330       1  0 17.71  58 58 59.4   J2000 !  124.08   -3.87
intphas_0331       1  0 18.46  59 20 59.4   J2000 !  124.06   -3.50
intphas_0332       1  0 23.56  62 16 59.6   J2000 !  123.97   -0.57
intphas_0333       1  0 26.50  59 31 59.4   J2000 !  124.08   -3.32
intphas_0334       1  0 33.67  65 23 59.7   J2000 !  123.88    2.55
intphas_0335       1  0 34.36  60  4 59.5   J2000 !  124.07   -2.77
intphas_0336       1  0 43.48  63 33 59.6   J2000 !  123.97    0.71
intphas_0337       1  0 43.62  60 37 59.5   J2000 !  124.07   -2.22
